;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
1288;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,35%;66,67%;59,44%;54,17%;55,31%;"[[13  1  4  2]
 [ 3  8  6  3]
 [ 2  1 55  2]
 [ 1  3 12  4]]"
1382;{'n_estimators': 98, 'max_depth': 9, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,33%;66,67%;59,44%;54,17%;55,31%;"[[13  1  4  2]
 [ 3  8  6  3]
 [ 2  1 55  2]
 [ 1  3 12  4]]"
1658;{'n_estimators': 98, 'max_depth': 8, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,33%;66,67%;59,44%;54,17%;55,31%;"[[13  1  4  2]
 [ 3  8  6  3]
 [ 2  1 55  2]
 [ 1  3 12  4]]"
1889;{'n_estimators': 99, 'max_depth': 9, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,35%;66,67%;59,44%;54,17%;55,31%;"[[13  1  4  2]
 [ 3  8  6  3]
 [ 2  1 55  2]
 [ 1  3 12  4]]"
2080;{'n_estimators': 95, 'max_depth': 10, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,39%;66,67%;59,44%;54,17%;55,31%;"[[13  1  4  2]
 [ 3  8  6  3]
 [ 2  1 55  2]
 [ 1  3 12  4]]"
2266;{'n_estimators': 96, 'max_depth': 9, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,34%;66,67%;59,44%;54,17%;55,31%;"[[13  1  4  2]
 [ 3  8  6  3]
 [ 2  1 55  2]
 [ 1  3 12  4]]"
323;{'n_estimators': 96, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,30%;64,17%;57,02%;54,58%;55,30%;"[[14  2  3  1]
 [ 3  8  6  3]
 [ 3  1 50  6]
 [ 0  4 11  5]]"
831;{'n_estimators': 96, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,30%;64,17%;57,02%;54,58%;55,30%;"[[14  2  3  1]
 [ 3  8  6  3]
 [ 3  1 50  6]
 [ 0  4 11  5]]"
1959;{'n_estimators': 97, 'max_depth': 9, 'min_data_in_leaf': 51, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,78%;67,50%;58,66%;55,42%;55,30%;"[[15  2  2  1]
 [ 3  8  6  3]
 [ 2  2 55  1]
 [ 1  3 13  3]]"
1576;{'n_estimators': 97, 'max_depth': 4, 'min_data_in_leaf': 49, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,84%;66,67%;59,11%;55,00%;55,29%;"[[15  0  3  2]
 [ 2  8  7  3]
 [ 3  2 54  1]
 [ 1  3 13  3]]"
614;{'n_estimators': 99, 'max_depth': 3, 'min_data_in_leaf': 53, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,48%;64,17%;58,68%;54,58%;55,29%;"[[14  2  4  0]
 [ 2  8  7  3]
 [ 5  2 50  3]
 [ 1  2 12  5]]"
431;{'n_estimators': 97, 'max_depth': 8, 'min_data_in_leaf': 46, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,04%;66,67%;63,72%;54,17%;55,27%;"[[13  3  3  1]
 [ 3  7  9  1]
 [ 4  1 55  0]
 [ 2  2 11  5]]"
1848;{'n_estimators': 100, 'max_depth': 8, 'min_data_in_leaf': 46, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,17%;66,67%;63,72%;54,17%;55,27%;"[[13  3  3  1]
 [ 3  7  9  1]
 [ 4  1 55  0]
 [ 2  2 11  5]]"
986;{'n_estimators': 98, 'max_depth': 1, 'min_data_in_leaf': 52, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,55%;61,67%;56,89%;55,00%;55,25%;"[[13  3  3  1]
 [ 1 11  6  2]
 [ 3  7 45  5]
 [ 0  5 10  5]]"
1383;{'n_estimators': 98, 'max_depth': 1, 'min_data_in_leaf': 52, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,55%;61,67%;56,89%;55,00%;55,25%;"[[13  3  3  1]
 [ 1 11  6  2]
 [ 3  7 45  5]
 [ 0  5 10  5]]"
1805;{'n_estimators': 95, 'max_depth': 1, 'min_data_in_leaf': 52, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,40%;61,67%;56,89%;55,00%;55,25%;"[[13  3  3  1]
 [ 1 11  6  2]
 [ 3  7 45  5]
 [ 0  5 10  5]]"
2;{'n_estimators': 95, 'max_depth': 9, 'min_data_in_leaf': 47, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,02%;66,67%;61,42%;54,17%;55,24%;"[[14  1  4  1]
 [ 1  8  9  2]
 [ 3  1 55  1]
 [ 0  4 13  3]]"
177;{'n_estimators': 95, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,02%;66,67%;61,42%;54,17%;55,24%;"[[14  1  4  1]
 [ 1  8  9  2]
 [ 3  1 55  1]
 [ 0  4 13  3]]"
799;{'n_estimators': 100, 'max_depth': 9, 'min_data_in_leaf': 47, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,11%;66,67%;61,42%;54,17%;55,24%;"[[14  1  4  1]
 [ 1  8  9  2]
 [ 3  1 55  1]
 [ 0  4 13  3]]"
350;{'n_estimators': 98, 'max_depth': 7, 'min_data_in_leaf': 51, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,83%;65,83%;58,50%;54,58%;55,22%;"[[14  1  3  2]
 [ 3  8  8  1]
 [ 2  2 53  3]
 [ 1  4 11  4]]"
463;{'n_estimators': 95, 'max_depth': 7, 'min_data_in_leaf': 51, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,76%;65,83%;58,50%;54,58%;55,22%;"[[14  1  3  2]
 [ 3  8  8  1]
 [ 2  2 53  3]
 [ 1  4 11  4]]"
632;{'n_estimators': 98, 'max_depth': 7, 'min_data_in_leaf': 53, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,32%;65,83%;58,50%;54,58%;55,22%;"[[14  0  4  2]
 [ 3  8  7  2]
 [ 2  3 53  2]
 [ 1  4 11  4]]"
884;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 51, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,78%;65,83%;58,50%;54,58%;55,22%;"[[14  1  3  2]
 [ 3  8  8  1]
 [ 2  2 53  3]
 [ 1  4 11  4]]"
1776;{'n_estimators': 98, 'max_depth': 7, 'min_data_in_leaf': 51, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,83%;65,83%;58,50%;54,58%;55,22%;"[[14  1  3  2]
 [ 3  8  8  1]
 [ 2  2 53  3]
 [ 1  4 11  4]]"
2326;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 51, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,78%;65,83%;58,50%;54,58%;55,22%;"[[14  1  3  2]
 [ 3  8  8  1]
 [ 2  2 53  3]
 [ 1  4 11  4]]"
2062;{'n_estimators': 95, 'max_depth': 9, 'min_data_in_leaf': 55, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,92%;65,00%;58,37%;54,17%;55,22%;"[[14  2  2  2]
 [ 2  8  8  2]
 [ 3  1 52  4]
 [ 0  3 13  4]]"
780;{'n_estimators': 100, 'max_depth': 7, 'min_data_in_leaf': 55, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,21%;65,83%;59,50%;54,58%;55,22%;"[[14  0  4  2]
 [ 3  8  8  1]
 [ 3  2 53  2]
 [ 1  4 11  4]]"
855;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 55, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,21%;65,83%;59,50%;54,58%;55,22%;"[[14  0  4  2]
 [ 3  8  8  1]
 [ 3  2 53  2]
 [ 1  4 11  4]]"
1713;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 55, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,21%;65,83%;59,50%;54,58%;55,22%;"[[14  0  4  2]
 [ 3  8  8  1]
 [ 3  2 53  2]
 [ 1  4 11  4]]"
2044;{'n_estimators': 98, 'max_depth': 7, 'min_data_in_leaf': 55, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,18%;65,83%;59,50%;54,58%;55,22%;"[[14  0  4  2]
 [ 3  8  8  1]
 [ 3  2 53  2]
 [ 1  4 11  4]]"
2116;{'n_estimators': 96, 'max_depth': 7, 'min_data_in_leaf': 55, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,29%;65,83%;59,50%;54,58%;55,22%;"[[14  0  4  2]
 [ 3  8  8  1]
 [ 3  2 53  2]
 [ 1  4 11  4]]"
24;{'n_estimators': 100, 'max_depth': 6, 'min_data_in_leaf': 49, 'learning_rate': 0,6788888888888889};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,29%;66,67%;61,57%;54,17%;55,19%;"[[14  1  4  1]
 [ 3  6  8  3]
 [ 3  1 55  1]
 [ 1  2 12  5]]"
1190;{'n_estimators': 100, 'max_depth': 5, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,97%;64,17%;57,07%;55,42%;55,19%;"[[16  1  2  1]
 [ 2  8  8  2]
 [ 4  3 49  4]
 [ 1  3 12  4]]"
2330;{'n_estimators': 96, 'max_depth': 5, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,05%;64,17%;57,07%;55,42%;55,19%;"[[16  1  2  1]
 [ 2  8  8  2]
 [ 4  3 49  4]
 [ 1  3 12  4]]"
1055;{'n_estimators': 99, 'max_depth': 6, 'min_data_in_leaf': 48, 'learning_rate': 0,64};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,43%;64,17%;58,14%;54,58%;55,18%;"[[15  1  3  1]
 [ 1  8  9  2]
 [ 4  3 50  3]
 [ 0  4 12  4]]"
1915;{'n_estimators': 99, 'max_depth': 6, 'min_data_in_leaf': 48, 'learning_rate': 0,64};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,43%;64,17%;58,14%;54,58%;55,18%;"[[15  1  3  1]
 [ 1  8  9  2]
 [ 4  3 50  3]
 [ 0  4 12  4]]"
2267;{'n_estimators': 100, 'max_depth': 6, 'min_data_in_leaf': 48, 'learning_rate': 0,64};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,35%;64,17%;58,14%;54,58%;55,18%;"[[15  1  3  1]
 [ 1  8  9  2]
 [ 4  3 50  3]
 [ 0  4 12  4]]"
864;{'n_estimators': 97, 'max_depth': 3, 'min_data_in_leaf': 54, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,98%;65,83%;57,12%;55,42%;55,18%;"[[15  2  2  1]
 [ 4  8  5  3]
 [ 3  3 52  2]
 [ 0  4 12  4]]"
2290;{'n_estimators': 96, 'max_depth': 3, 'min_data_in_leaf': 54, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,00%;65,83%;57,12%;55,42%;55,18%;"[[15  2  2  1]
 [ 4  8  5  3]
 [ 3  3 52  2]
 [ 0  4 12  4]]"
564;{'n_estimators': 97, 'max_depth': 9, 'min_data_in_leaf': 55, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,86%;65,00%;57,97%;54,17%;55,18%;"[[14  2  2  2]
 [ 2  8  7  3]
 [ 3  1 52  4]
 [ 0  3 13  4]]"
1682;{'n_estimators': 98, 'max_depth': 8, 'min_data_in_leaf': 53, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,36%;65,83%;58,78%;54,58%;55,18%;"[[15  2  2  1]
 [ 3  5 11  1]
 [ 2  2 53  3]
 [ 1  4  9  6]]"
1644;{'n_estimators': 99, 'max_depth': 7, 'min_data_in_leaf': 46, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,19%;66,67%;60,83%;54,17%;55,17%;"[[14  2  3  1]
 [ 3  7  8  2]
 [ 1  3 55  1]
 [ 1  2 13  4]]"
2318;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 46, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,20%;66,67%;60,83%;54,17%;55,17%;"[[14  2  3  1]
 [ 3  7  8  2]
 [ 1  3 55  1]
 [ 1  2 13  4]]"
51;{'n_estimators': 100, 'max_depth': 4, 'min_data_in_leaf': 46, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,43%;64,17%;57,64%;55,42%;55,17%;"[[15  2  2  1]
 [ 2 10  7  1]
 [ 3  5 49  3]
 [ 0  3 14  3]]"
1947;{'n_estimators': 99, 'max_depth': 4, 'min_data_in_leaf': 46, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,42%;64,17%;57,64%;55,42%;55,17%;"[[15  2  2  1]
 [ 2 10  7  1]
 [ 3  5 49  3]
 [ 0  3 14  3]]"
1787;{'n_estimators': 95, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,56%;63,33%;57,00%;54,17%;55,16%;"[[13  2  3  2]
 [ 2  9  7  2]
 [ 4  1 49  6]
 [ 0  4 11  5]]"
234;{'n_estimators': 95, 'max_depth': 6, 'min_data_in_leaf': 55, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,55%;65,00%;58,70%;54,17%;55,15%;"[[14  2  2  2]
 [ 3  6  9  2]
 [ 3  4 52  1]
 [ 0  3 11  6]]"
1872;{'n_estimators': 99, 'max_depth': 3, 'min_data_in_leaf': 52, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,65%;66,67%;59,51%;54,17%;55,15%;"[[14  1  3  2]
 [ 2  7  7  4]
 [ 2  3 55  0]
 [ 1  2 13  4]]"
1363;{'n_estimators': 95, 'max_depth': 1, 'min_data_in_leaf': 46, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,69%;61,67%;56,09%;55,00%;55,15%;"[[13  2  3  2]
 [ 3 10  5  2]
 [ 3  8 45  4]
 [ 0  4 10  6]]"
1532;{'n_estimators': 97, 'max_depth': 5, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,95%;64,17%;56,56%;55,42%;55,13%;"[[16  1  2  1]
 [ 2  8  7  3]
 [ 4  3 49  4]
 [ 1  3 12  4]]"
1648;{'n_estimators': 97, 'max_depth': 5, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,95%;64,17%;56,56%;55,42%;55,13%;"[[16  1  2  1]
 [ 2  8  7  3]
 [ 4  3 49  4]
 [ 1  3 12  4]]"
1710;{'n_estimators': 97, 'max_depth': 5, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,95%;64,17%;56,56%;55,42%;55,13%;"[[16  1  2  1]
 [ 2  8  7  3]
 [ 4  3 49  4]
 [ 1  3 12  4]]"
2400;{'n_estimators': 100, 'max_depth': 2, 'min_data_in_leaf': 55, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,58%;64,17%;58,73%;54,58%;55,13%;"[[14  1  4  1]
 [ 1  9  8  2]
 [ 4  4 50  2]
 [ 2  2 12  4]]"
821;{'n_estimators': 96, 'max_depth': 9, 'min_data_in_leaf': 52, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,41%;65,00%;57,38%;55,00%;55,11%;"[[14  2  3  1]
 [ 3 10  6  1]
 [ 2  3 51  4]
 [ 0  4 13  3]]"
1782;{'n_estimators': 97, 'max_depth': 9, 'min_data_in_leaf': 52, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,35%;65,00%;57,38%;55,00%;55,11%;"[[14  2  3  1]
 [ 3 10  6  1]
 [ 2  3 51  4]
 [ 0  4 13  3]]"
2250;{'n_estimators': 97, 'max_depth': 9, 'min_data_in_leaf': 52, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,35%;65,00%;57,38%;55,00%;55,11%;"[[14  2  3  1]
 [ 3 10  6  1]
 [ 2  3 51  4]
 [ 0  4 13  3]]"
9;{'n_estimators': 98, 'max_depth': 2, 'min_data_in_leaf': 47, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,62%;65,83%;58,41%;54,58%;55,09%;"[[14  1  4  1]
 [ 5  6  6  3]
 [ 3  3 53  1]
 [ 0  4 10  6]]"
1007;{'n_estimators': 98, 'max_depth': 2, 'min_data_in_leaf': 47, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,62%;65,83%;58,41%;54,58%;55,09%;"[[14  1  4  1]
 [ 5  6  6  3]
 [ 3  3 53  1]
 [ 0  4 10  6]]"
1244;{'n_estimators': 98, 'max_depth': 6, 'min_data_in_leaf': 48, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,68%;65,83%;58,41%;54,58%;55,09%;"[[14  1  3  2]
 [ 3  6  9  2]
 [ 3  3 53  1]
 [ 2  4  8  6]]"
1504;{'n_estimators': 95, 'max_depth': 6, 'min_data_in_leaf': 53, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,65%;64,17%;61,28%;53,75%;55,09%;"[[15  1  4  0]
 [ 2  6 11  1]
 [ 3  3 51  3]
 [ 0  2 13  5]]"
2138;{'n_estimators': 99, 'max_depth': 6, 'min_data_in_leaf': 53, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,58%;64,17%;61,28%;53,75%;55,09%;"[[15  1  4  0]
 [ 2  6 11  1]
 [ 3  3 51  3]
 [ 0  2 13  5]]"
2225;{'n_estimators': 95, 'max_depth': 6, 'min_data_in_leaf': 53, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,65%;64,17%;61,28%;53,75%;55,09%;"[[15  1  4  0]
 [ 2  6 11  1]
 [ 3  3 51  3]
 [ 0  2 13  5]]"
114;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 50, 'learning_rate': 0,64};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,50%;65,83%;60,51%;53,75%;55,08%;"[[14  1  4  1]
 [ 3  6  9  2]
 [ 2  2 54  2]
 [ 0  3 12  5]]"
363;{'n_estimators': 96, 'max_depth': 10, 'min_data_in_leaf': 50, 'learning_rate': 0,64};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,61%;65,83%;60,51%;53,75%;55,08%;"[[14  1  4  1]
 [ 3  6  9  2]
 [ 2  2 54  2]
 [ 0  3 12  5]]"
