;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
26;{'n_estimators': 117, 'max_depth': 9, 'min_data_in_leaf': 34, 'learning_rate': 0,5293877551020408};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,43%;66,67%;63,23%;56,67%;57,11%;"[[16  0  3  1]
 [ 1  9  9  1]
 [ 2  5 52  1]
 [ 1  2 14  3]]"
37;{'n_estimators': 133, 'max_depth': 11, 'min_data_in_leaf': 27, 'learning_rate': 0,38979591836734695};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,86%;68,33%;62,70%;56,67%;56,98%;"[[15  1  3  1]
 [ 2  9  8  1]
 [ 3  0 55  2]
 [ 2  3 12  3]]"
157;{'n_estimators': 91, 'max_depth': 11, 'min_data_in_leaf': 30, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,30%;67,50%;62,36%;56,25%;56,96%;"[[15  0  4  1]
 [ 3  8  7  2]
 [ 2  2 54  2]
 [ 2  2 12  4]]"
169;{'n_estimators': 97, 'max_depth': 8, 'min_data_in_leaf': 23, 'learning_rate': 0,5138775510204081};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,95%;67,50%;62,36%;56,25%;56,96%;"[[15  0  3  2]
 [ 2  8  9  1]
 [ 2  2 54  2]
 [ 3  2 11  4]]"
25;{'n_estimators': 90, 'max_depth': 8, 'min_data_in_leaf': 37, 'learning_rate': 0,5216326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,52%;66,67%;60,37%;56,67%;56,92%;"[[16  1  2  1]
 [ 2  6 10  2]
 [ 3  3 52  2]
 [ 2  3  9  6]]"
204;{'n_estimators': 111, 'max_depth': 5, 'min_data_in_leaf': 61, 'learning_rate': 0,343265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,77%;66,67%;60,59%;55,83%;56,87%;"[[14  2  2  2]
 [ 2  8  8  2]
 [ 3  3 53  1]
 [ 0  4 11  5]]"
20;{'n_estimators': 159, 'max_depth': 8, 'min_data_in_leaf': 60, 'learning_rate': 0,6922448979591836};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,18%;67,50%;62,28%;56,25%;56,86%;"[[14  2  2  2]
 [ 3  8  8  1]
 [ 3  3 54  0]
 [ 2  3 10  5]]"
242;{'n_estimators': 117, 'max_depth': 8, 'min_data_in_leaf': 37, 'learning_rate': 0,6844897959183673};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,41%;67,50%;59,90%;56,25%;56,76%;"[[15  1  2  2]
 [ 1  9  8  2]
 [ 2  2 54  2]
 [ 1  4 12  3]]"
272;{'n_estimators': 90, 'max_depth': 5, 'min_data_in_leaf': 63, 'learning_rate': 0,5681632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,97%;66,67%;61,46%;55,83%;56,75%;"[[14  1  4  1]
 [ 3  8  7  2]
 [ 3  2 53  2]
 [ 2  2 11  5]]"
65;{'n_estimators': 153, 'max_depth': 5, 'min_data_in_leaf': 22, 'learning_rate': 0,5526530612244898};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,27%;66,67%;61,25%;55,83%;56,72%;"[[15  1  3  1]
 [ 2  7  9  2]
 [ 3  2 53  2]
 [ 1  3 11  5]]"
223;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 37, 'learning_rate': 0,41306122448979593};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,87%;68,33%;63,38%;56,67%;56,69%;"[[17  0  2  1]
 [ 3  6  9  2]
 [ 3  1 55  1]
 [ 0  3 13  4]]"
183;{'n_estimators': 151, 'max_depth': 5, 'min_data_in_leaf': 46, 'learning_rate': 0,7};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,07%;67,50%;64,36%;55,42%;56,67%;"[[14  0  5  1]
 [ 2  8  8  2]
 [ 3  2 55  0]
 [ 1  3 12  4]]"
187;{'n_estimators': 124, 'max_depth': 9, 'min_data_in_leaf': 44, 'learning_rate': 0,5448979591836735};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,62%;65,00%;58,57%;55,83%;56,67%;"[[14  2  3  1]
 [ 2  8  7  3]
 [ 3  3 50  4]
 [ 1  3 10  6]]"
275;{'n_estimators': 141, 'max_depth': 9, 'min_data_in_leaf': 34, 'learning_rate': 0,6302040816326531};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,27%;65,00%;62,25%;55,83%;56,61%;"[[16  0  3  1]
 [ 2  7 10  1]
 [ 4  3 50  3]
 [ 1  1 13  5]]"
215;{'n_estimators': 139, 'max_depth': 10, 'min_data_in_leaf': 39, 'learning_rate': 0,5293877551020408};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,94%;65,83%;59,43%;55,42%;56,59%;"[[14  1  3  2]
 [ 3  7  8  2]
 [ 2  3 52  3]
 [ 0  4 10  6]]"
106;{'n_estimators': 111, 'max_depth': 9, 'min_data_in_leaf': 20, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,41%;67,50%;64,60%;56,25%;56,53%;"[[14  2  3  1]
 [ 2 10  8  0]
 [ 3  2 54  1]
 [ 2  2 13  3]]"
206;{'n_estimators': 130, 'max_depth': 9, 'min_data_in_leaf': 29, 'learning_rate': 0,6689795918367347};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,71%;70,00%;67,57%;55,83%;56,51%;"[[15  0  4  1]
 [ 2  8  9  1]
 [ 1  0 59  0]
 [ 1  3 14  2]]"
109;{'n_estimators': 122, 'max_depth': 9, 'min_data_in_leaf': 29, 'learning_rate': 0,4673469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,17%;68,33%;63,92%;55,83%;56,50%;"[[15  1  4  0]
 [ 2  8  8  2]
 [ 2  1 56  1]
 [ 1  3 13  3]]"
94;{'n_estimators': 106, 'max_depth': 5, 'min_data_in_leaf': 59, 'learning_rate': 0,3587755102040816};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,42%;64,17%;58,92%;55,42%;56,50%;"[[14  1  4  1]
 [ 2  7  8  3]
 [ 3  4 49  4]
 [ 1  2 10  7]]"
63;{'n_estimators': 101, 'max_depth': 6, 'min_data_in_leaf': 57, 'learning_rate': 0,5681632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,49%;66,67%;64,93%;55,00%;56,44%;"[[13  2  4  1]
 [ 3  8  8  1]
 [ 4  2 54  0]
 [ 1  2 12  5]]"
3;{'n_estimators': 99, 'max_depth': 5, 'min_data_in_leaf': 57, 'learning_rate': 0,4906122448979592};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,78%;67,50%;61,94%;55,42%;56,42%;"[[13  2  3  2]
 [ 2 10  7  1]
 [ 2  2 55  1]
 [ 0  3 14  3]]"
288;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 48, 'learning_rate': 0,4673469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,41%;66,67%;59,89%;55,83%;56,35%;"[[14  2  3  1]
 [ 2  8  7  3]
 [ 4  2 53  1]
 [ 2  3 10  5]]"
51;{'n_estimators': 93, 'max_depth': 5, 'min_data_in_leaf': 27, 'learning_rate': 0,6922448979591836};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,60%;66,67%;60,68%;55,83%;56,33%;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 3  3 53  1]
 [ 0  5 11  4]]"
154;{'n_estimators': 86, 'max_depth': 11, 'min_data_in_leaf': 57, 'learning_rate': 0,4440816326530612};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,46%;65,83%;61,42%;55,42%;56,33%;"[[15  0  3  2]
 [ 3  7  8  2]
 [ 3  3 52  2]
 [ 1  1 13  5]]"
32;{'n_estimators': 144, 'max_depth': 7, 'min_data_in_leaf': 28, 'learning_rate': 0,6689795918367347};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,08%;67,50%;61,27%;55,42%;56,33%;"[[14  2  4  0]
 [ 2  9  6  3]
 [ 2  1 55  2]
 [ 1  2 14  3]]"
251;{'n_estimators': 159, 'max_depth': 5, 'min_data_in_leaf': 23, 'learning_rate': 0,5138775510204081};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,19%;68,33%;62,72%;55,83%;56,27%;"[[14  1  3  2]
 [ 3  9  7  1]
 [ 2  2 56  0]
 [ 1  3 13  3]]"
83;{'n_estimators': 128, 'max_depth': 8, 'min_data_in_leaf': 36, 'learning_rate': 0,4983673469387755};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,76%;67,50%;63,47%;56,25%;56,25%;"[[15  2  2  1]
 [ 3  8  8  1]
 [ 3  3 54  0]
 [ 2  3 11  4]]"
77;{'n_estimators': 159, 'max_depth': 8, 'min_data_in_leaf': 35, 'learning_rate': 0,3510204081632653};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,80%;65,83%;60,45%;56,25%;56,21%;"[[16  1  2  1]
 [ 3  8  8  1]
 [ 3  4 51  2]
 [ 1  2 13  4]]"
88;{'n_estimators': 122, 'max_depth': 7, 'min_data_in_leaf': 23, 'learning_rate': 0,3277551020408163};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,63%;66,67%;59,68%;56,67%;56,18%;"[[16  0  3  1]
 [ 2  9  7  2]
 [ 4  2 52  2]
 [ 2  3 12  3]]"
236;{'n_estimators': 91, 'max_depth': 10, 'min_data_in_leaf': 51, 'learning_rate': 0,5991836734693877};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,22%;65,83%;59,17%;55,42%;56,12%;"[[14  1  3  2]
 [ 3  8  7  2]
 [ 3  3 52  2]
 [ 1  3 11  5]]"
287;{'n_estimators': 131, 'max_depth': 11, 'min_data_in_leaf': 31, 'learning_rate': 0,5448979591836735};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,00%;66,67%;61,56%;55,00%;56,09%;"[[14  2  3  1]
 [ 1  8  9  2]
 [ 3  2 54  1]
 [ 1  3 12  4]]"
121;{'n_estimators': 131, 'max_depth': 7, 'min_data_in_leaf': 43, 'learning_rate': 0,343265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,99%;67,50%;62,69%;54,58%;56,03%;"[[14  2  3  1]
 [ 2  7  9  2]
 [ 2  1 56  1]
 [ 0  3 13  4]]"
145;{'n_estimators': 79, 'max_depth': 8, 'min_data_in_leaf': 24, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,97%;68,33%;62,01%;55,83%;56,00%;"[[15  2  2  1]
 [ 3  7  8  2]
 [ 2  2 56  0]
 [ 2  3 11  4]]"
132;{'n_estimators': 72, 'max_depth': 11, 'min_data_in_leaf': 34, 'learning_rate': 0,5681632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,42%;66,67%;66,29%;55,00%;55,99%;"[[15  1  3  1]
 [ 2  7 10  1]
 [ 4  2 54  0]
 [ 1  1 14  4]]"
244;{'n_estimators': 150, 'max_depth': 7, 'min_data_in_leaf': 27, 'learning_rate': 0,6457142857142857};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,29%;68,33%;67,64%;55,83%;55,97%;"[[17  0  3  0]
 [ 2  5 11  2]
 [ 3  1 56  0]
 [ 1  2 13  4]]"
285;{'n_estimators': 102, 'max_depth': 9, 'min_data_in_leaf': 21, 'learning_rate': 0,6612244897959183};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,37%;65,83%;61,75%;55,42%;55,93%;"[[15  1  3  1]
 [ 2  8  9  1]
 [ 3  4 52  1]
 [ 1  3 12  4]]"
237;{'n_estimators': 130, 'max_depth': 5, 'min_data_in_leaf': 38, 'learning_rate': 0,5681632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,02%;65,83%;59,61%;55,42%;55,89%;"[[15  2  2  1]
 [ 3  7  8  2]
 [ 3  3 52  2]
 [ 1  2 12  5]]"
108;{'n_estimators': 142, 'max_depth': 7, 'min_data_in_leaf': 27, 'learning_rate': 0,36653061224489797};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,56%;65,83%;60,93%;54,58%;55,88%;"[[13  2  4  1]
 [ 2  8  8  2]
 [ 3  3 53  1]
 [ 1  3 11  5]]"
208;{'n_estimators': 102, 'max_depth': 6, 'min_data_in_leaf': 49, 'learning_rate': 0,6379591836734694};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,35%;65,00%;59,83%;54,17%;55,85%;"[[12  2  4  2]
 [ 3  8  8  1]
 [ 3  2 52  3]
 [ 0  3 11  6]]"
36;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 25, 'learning_rate': 0,6612244897959183};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,22%;65,83%;64,63%;54,58%;55,85%;"[[15  1  4  0]
 [ 1  7 10  2]
 [ 3  4 53  0]
 [ 0  3 13  4]]"
260;{'n_estimators': 137, 'max_depth': 6, 'min_data_in_leaf': 27, 'learning_rate': 0,5138775510204081};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,34%;66,67%;59,55%;55,00%;55,78%;"[[14  2  2  2]
 [ 3  8  7  2]
 [ 3  1 54  2]
 [ 0  3 13  4]]"
228;{'n_estimators': 90, 'max_depth': 9, 'min_data_in_leaf': 59, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,94%;65,83%;59,76%;54,58%;55,66%;"[[14  2  3  1]
 [ 3  7  7  3]
 [ 3  2 53  2]
 [ 0  2 13  5]]"
69;{'n_estimators': 91, 'max_depth': 6, 'min_data_in_leaf': 50, 'learning_rate': 0,7};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,35%;67,50%;61,36%;54,58%;55,65%;"[[14  1  3  2]
 [ 2  6 10  2]
 [ 3  0 56  1]
 [ 1  4 10  5]]"
24;{'n_estimators': 146, 'max_depth': 9, 'min_data_in_leaf': 35, 'learning_rate': 0,45183673469387753};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,33%;67,50%;61,53%;55,42%;55,65%;"[[16  1  2  1]
 [ 2  7  9  2]
 [ 3  1 55  1]
 [ 0  3 14  3]]"
45;{'n_estimators': 90, 'max_depth': 5, 'min_data_in_leaf': 36, 'learning_rate': 0,39755102040816326};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,27%;67,50%;62,05%;55,42%;55,61%;"[[15  2  2  1]
 [ 2  8  9  1]
 [ 3  1 55  1]
 [ 1  3 13  3]]"
103;{'n_estimators': 142, 'max_depth': 7, 'min_data_in_leaf': 24, 'learning_rate': 0,6689795918367347};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,92%;65,83%;64,16%;55,42%;55,60%;"[[15  1  3  1]
 [ 3  8  9  0]
 [ 6  1 52  1]
 [ 1  3 12  4]]"
114;{'n_estimators': 159, 'max_depth': 5, 'min_data_in_leaf': 20, 'learning_rate': 0,5526530612244898};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,07%;65,83%;61,58%;54,58%;55,59%;"[[15  2  3  0]
 [ 2  6 10  2]
 [ 2  4 53  1]
 [ 1  3 11  5]]"
238;{'n_estimators': 82, 'max_depth': 10, 'min_data_in_leaf': 35, 'learning_rate': 0,6844897959183673};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,54%;67,50%;62,08%;54,58%;55,58%;"[[14  1  3  2]
 [ 3  7  8  2]
 [ 2  2 56  0]
 [ 1  2 13  4]]"
254;{'n_estimators': 102, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,5448979591836735};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,74%;66,67%;63,50%;55,00%;55,55%;"[[15  1  3  1]
 [ 3  7  9  1]
 [ 3  3 54  0]
 [ 0  4 12  4]]"
159;{'n_estimators': 110, 'max_depth': 9, 'min_data_in_leaf': 41, 'learning_rate': 0,3587755102040816};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,84%;65,00%;58,64%;55,00%;55,54%;"[[14  2  3  1]
 [ 2  8  8  2]
 [ 3  4 51  2]
 [ 2  3 10  5]]"
144;{'n_estimators': 121, 'max_depth': 10, 'min_data_in_leaf': 62, 'learning_rate': 0,653469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,43%;65,00%;59,30%;55,00%;55,51%;"[[15  1  3  1]
 [ 1  8  9  2]
 [ 4  3 51  2]
 [ 1  3 12  4]]"
149;{'n_estimators': 82, 'max_depth': 10, 'min_data_in_leaf': 38, 'learning_rate': 0,5138775510204081};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,30%;67,50%;63,33%;55,42%;55,50%;"[[15  2  3  0]
 [ 3  7  8  2]
 [ 3  2 55  0]
 [ 2  3 11  4]]"
140;{'n_estimators': 73, 'max_depth': 8, 'min_data_in_leaf': 58, 'learning_rate': 0,39755102040816326};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,72%;65,83%;59,47%;54,58%;55,44%;"[[14  2  2  2]
 [ 2  8  8  2]
 [ 2  4 53  1]
 [ 1  2 13  4]]"
234;{'n_estimators': 137, 'max_depth': 6, 'min_data_in_leaf': 46, 'learning_rate': 0,606938775510204};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,93%;66,67%;60,13%;54,17%;55,36%;"[[13  2  3  2]
 [ 2  8  8  2]
 [ 3  1 55  1]
 [ 0  4 12  4]]"
8;{'n_estimators': 104, 'max_depth': 7, 'min_data_in_leaf': 20, 'learning_rate': 0,6612244897959183};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,53%;66,67%;61,71%;54,17%;55,33%;"[[14  2  3  1]
 [ 3  7  8  2]
 [ 2  1 55  2]
 [ 1  1 14  4]]"
27;{'n_estimators': 73, 'max_depth': 11, 'min_data_in_leaf': 23, 'learning_rate': 0,5681632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,03%;65,83%;61,14%;53,75%;55,29%;"[[14  2  3  1]
 [ 1  6 11  2]
 [ 3  2 54  1]
 [ 0  4 11  5]]"
180;{'n_estimators': 159, 'max_depth': 7, 'min_data_in_leaf': 40, 'learning_rate': 0,40530612244897957};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,97%;65,83%;59,57%;54,58%;55,28%;"[[15  2  2  1]
 [ 2  7 10  1]
 [ 2  2 53  3]
 [ 1  3 12  4]]"
293;{'n_estimators': 84, 'max_depth': 10, 'min_data_in_leaf': 51, 'learning_rate': 0,5759183673469388};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,56%;65,00%;59,03%;54,17%;55,27%;"[[14  1  3  2]
 [ 2  7  9  2]
 [ 2  2 52  4]
 [ 2  2 11  5]]"
90;{'n_estimators': 146, 'max_depth': 5, 'min_data_in_leaf': 52, 'learning_rate': 0,3587755102040816};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,77%;66,67%;59,98%;55,00%;55,25%;"[[15  1  2  2]
 [ 3  7  8  2]
 [ 3  1 54  2]
 [ 2  2 12  4]]"
17;{'n_estimators': 150, 'max_depth': 10, 'min_data_in_leaf': 24, 'learning_rate': 0,343265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,46%;66,67%;66,57%;55,00%;55,25%;"[[14  3  3  0]
 [ 2  9  8  1]
 [ 4  2 54  0]
 [ 1  2 14  3]]"
253;{'n_estimators': 124, 'max_depth': 8, 'min_data_in_leaf': 26, 'learning_rate': 0,32};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,62%;66,67%;63,04%;55,00%;55,23%;"[[14  2  3  1]
 [ 2  9  8  1]
 [ 2  4 54  0]
 [ 2  2 13  3]]"
73;{'n_estimators': 111, 'max_depth': 10, 'min_data_in_leaf': 26, 'learning_rate': 0,3277551020408163};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,07%;68,33%;61,33%;55,83%;55,22%;"[[15  1  3  1]
 [ 3  9  6  2]
 [ 3  1 56  0]
 [ 2  2 14  2]]"
281;{'n_estimators': 95, 'max_depth': 9, 'min_data_in_leaf': 51, 'learning_rate': 0,5991836734693877};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,34%;65,00%;58,51%;54,17%;55,15%;"[[13  1  4  2]
 [ 3  8  7  2]
 [ 3  3 52  2]
 [ 1  3 11  5]]"
67;{'n_estimators': 113, 'max_depth': 8, 'min_data_in_leaf': 33, 'learning_rate': 0,40530612244897957};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,10%;65,83%;61,13%;55,42%;55,08%;"[[16  0  3  1]
 [ 3  7  8  2]
 [ 5  2 52  1]
 [ 2  2 12  4]]"
